id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6867861,In 8 a Bergamo My Home,11199432,Eleonora,,Bergamo,45.694084,9.677364,Entire home/apt,190,1,154,2024-06-15,1.54,6,279,38,
6868476,In 9 a Bergamo My Home,11199432,Eleonora,,Bergamo,45.69371,9.6783,Entire home/apt,220,1,67,2024-06-13,0.65,6,289,18,
6904258,LA CASA DI MONTAGNA,36143885,Rosa Maria,,Costa Serina,45.82791,9.73318,Entire home/apt,45,30,1,2019-08-18,0.02,1,302,0,
6946579,Le tre isole - Casa Torre,36422817,Sara Gaia,,Parzanica,45.72931,10.04985,Entire home/apt,200,3,18,2023-08-26,0.17,2,152,2,
6947063,Le tre Isole - Casa Fienile,36422817,Sara Gaia,,Parzanica,45.72922,10.04986,Entire home/apt,200,3,19,2022-08-27,0.18,2,152,0,
6973368,Chalet sui monti PROMO su richiesta,36564144,Gessica,,Camerata Cornello,45.90278,9.65306,Entire home/apt,30,3,7,2022-08-11,0.06,1,351,0,
7023623,casa vacanza Erika,31595111,Raffaele E Natascia,,Bergamo,45.70501,9.68629,Entire home/apt,103,2,63,2023-10-02,0.58,4,347,4,016024-CNI-00017
7102264,Casa vacanze in campagna,37217684,Nadia,,Clusone,45.88,9.95098,Entire home/apt,110,2,30,2023-07-26,0.28,1,117,1,016077-CNI-00001
7105131,casa di montagna,34201889,Dario Ezio,,Bracca,45.81155,9.70927,Entire home/apt,110,3,48,2023-08-16,0.45,2,323,2,
7144293,PORTA NUOVA GH 2,3536085,Glenda,,Bergamo,45.69483,9.6701,Entire home/apt,300,1,8,2021-11-20,0.08,4,182,0,
7155519,Cà del Borgo - 2 Level Airport,9036392,Simona,,Bergamo,45.67954,9.67894,Entire home/apt,66,1,59,2024-05-16,0.55,3,294,15,
7218802,Ancient Mill Baderem in Bergamo,37781312,Maria Giovanna,,Sorisole,45.74971,9.66302,Entire home/apt,133,2,18,2024-06-09,0.17,1,110,2,016202-CNI-00003
7239376,Trilocale ampio e accogliente CIR 016077-CNI-00007,22071836,Andrea,,Clusone,45.88314,9.94454,Entire home/apt,43,2,22,2023-05-20,0.25,1,27,0,
7254691,Bellissimo Bilocale sul Monte Pora a mt 1400,37984220,Rino,,Rogno,45.88511,10.10912,Entire home/apt,100,2,5,2020-02-24,0.08,2,356,0,
7313078,B&B Casa Arcangeli camera viaggiato,34201889,Dario Ezio,,Bracca,45.80911,9.70879,Private room,60,1,31,2024-05-10,0.29,2,359,2,
7342106,The Little House in the center of town,38463971,Paola,,Bergamo,45.69561,9.67519,Entire home/apt,101,1,304,2024-06-16,3.23,1,65,43,
7365006,"ITALIAN COUNTRY HOUSE - FARMHOLIDAY ""BRUDER""",21244954,Ezilda,,Palazzago,45.73608,9.52983,Entire home/apt,300,1,59,2024-06-24,0.58,3,323,9,
7505261,PA1  appartamento  1° piano,25861157,Ezio,,Torre Pallavicina,45.44629,9.87423,Entire home/apt,140,1,28,2024-04-25,0.26,5,125,3,0162170-CIM-00001
7525410,Affittimoderni Bergamo Curno - Cuma08,21763382,Compagnie Immobiliari Associate,,Curno,45.69147,9.60585,Entire home/apt,131,1,11,2022-10-31,0.16,13,188,0,016089-LIM-00001
7574958,Little Heaven close to Bergamo.,20650792,Paola,,Barzana,45.73633,9.56546,Entire home/apt,97,2,91,2024-06-01,0.84,1,162,13,
7623493,relax e natura casa montagna con area benessere,1122205,Corinne,,Roncola,45.77924,9.56227,Entire home/apt,550,2,8,2024-05-20,0.07,11,338,3,016185-For-00001 S00118
7623800,Nature & Armony,1122205,Corinne,,Roncola,45.77147,9.55925,Entire home/apt,200,1,3,2022-04-18,0.03,11,365,0,016185-CNI-00006
7726170,In Centro Charme,40597561,Massimiliano,,Bergamo,45.6921,9.67077,Private room,,2,0,,,1,0,0,
7738413,Gilda e Vesuvio Casa Vacanze,40669913,Daniela E Alfo,,Bergamo,45.70561981201172,9.685272216796875,Entire home/apt,80,2,2,2021-08-24,0.05,1,349,0,016024CIM00208
7830103,camera Pietra: relax e armonia nella natura,1122205,Corinne,,Roncola,45.77951,9.56231,Private room,94,1,2,2022-10-30,0.09,11,310,0,016185-For-00001 S00118
7846138,"Legno: raffinata, vista super & area benessere",1122205,Corinne,,Roncola,45.77953,9.56233,Private room,94,1,8,2023-06-15,0.08,11,307,0,016185-For-00001 S00118
7846295,"Acqua: in montagna, vista unica & area benessere",1122205,Corinne,,Roncola,45.77951,9.56231,Private room,94,1,3,2024-01-28,0.05,11,303,2,016185-For-00001 S00118
7846444,Fuoco: elegante & riservata con area benessere,1122205,Corinne,,Roncola,45.77942,9.56231,Private room,94,1,6,2024-05-05,0.10,11,319,5,016185-For-00001 S00118
7884784,Oltre il Bosco romantico bilocale Valle Imagna BG,41565263,Simona,,Roncola,45.77053451538086,9.562273025512695,Private room,48,2,4,2021-11-19,0.04,1,343,0,016185-BEB-00003 H00472
7908773,VILLA BIFAMILIARE CON GIARDINO,29365510,Florence,,Gromo,45.9645,9.92705,Entire home/apt,65,2,39,2024-05-18,0.39,1,158,7,
7909069,ReGo Apartments - Chic Apartment with Private Bar,7331660,Pietro,,Bergamo,45.70174,9.67283,Entire home/apt,182,1,253,2024-05-14,2.36,3,126,13,
7944580,casa del cirillo,41442888,Massimo,,Ornica,45.98873,9.57969,Entire home/apt,95,2,1,2018-06-03,0.01,1,365,0,Ba1234
7993788,Accogliente B&B in Bergamo Alta,42195673,Raffaella,,Bergamo,45.70631,9.65236,Private room,90,1,21,2023-09-18,0.20,1,277,1,
8037783,PORTA NUOVA BERGAMO APARTMENTS,3536085,Glenda,,Bergamo,45.69324,9.67012,Entire home/apt,216,1,2,2018-10-28,0.02,4,182,0,
8177426,Da Bice Rosa,11970558,Bice,,Bergamo,45.70603,9.68686,Entire home/apt,74,2,27,2024-06-09,0.76,2,143,10,016024-BEB-00221
8181823,Da Bice Tulipano,11970558,Bice,,Bergamo,45.70587,9.6861,Entire home/apt,74,2,53,2024-06-02,0.54,2,320,23,016024-BEB-00221
8235086,Casa al lago con giardino,22788157,Piera  E Vittoria,,Endine Gaiano,45.79025,9.97113,Entire home/apt,,1,27,2021-12-29,0.25,1,59,0,
8413984,Casa Volpera,17419264,Cristiana,,Mapello,45.71202,9.51847,Private room,90,1,3,2022-07-15,0.05,2,362,0,
8445332,"camera 1 ""La Piazza B&B""",44463785,Fabrizio,,Monasterolo del Castello,45.76407,9.93236,Private room,55,1,9,2022-10-31,0.09,2,142,0,
8880758,Single room near the city center,22497137,Maura,,Bergamo,45.6953654,9.6753537,Private room,54,2,57,2024-06-02,0.54,2,140,12,016024-BEB-00127
8954274,Bilocale a Foppolo in Val Brembana,781316,Massimo,,Foppolo,46.04476,9.75792,Entire home/apt,99,3,0,,,1,333,0,
9070988,"Casa ""Bixio2"" in Bergamo, free transfer",47311073,Tiziana,,Bergamo,45.69506,9.64534,Entire home/apt,60,5,45,2024-06-15,0.45,2,147,4,
9108552,A Relaxing Corner - CIR 016211-CIM-00017,35911100,Luigi,,Tavernola Bergamasca,45.70784,10.03994,Entire home/apt,59,1,24,2024-05-13,0.25,17,115,3,016211-CIM-00022
9168575,Dagli Olivari: Casa Ale,34650385,Alessandra,,Gromo,45.9684,9.9298,Entire home/apt,87,2,148,2024-01-14,1.43,3,216,7,016118-CNI-00001
9180225,I Ghiri Family B&B triple room,41150293,Cristina,,Bergamo,45.7098,9.65759,Private room,95,1,3,2024-05-05,0.10,1,331,2,
9224061,Presolana Lodge,7089016,Elena,,Colere,45.97486,10.08705,Entire home/apt,144,7,8,2024-03-04,0.17,1,156,4,CIR   016078-CNI-00011
9268425,Quadrilocale di recente ristrutturazione,10094000,Davide,,Serina,45.8852,9.74255,Private room,230,4,1,2017-01-04,0.01,1,291,0,
9270778,Porta Dipinta house Upper Bergamo,14776230,Angela Elisa,,Bergamo,45.70362,9.66878,Entire home/apt,188,1,87,2024-05-12,0.83,1,85,8,016024-CNI-00079
9293490,PA0 appartamento piano terra,25861157,Ezio,,Torre Pallavicina,45.44631,9.87378,Entire home/apt,140,1,16,2023-08-26,0.16,5,118,3,0162170-CIM-00001
9321250,Casa Vacanze La Torre,48380866,Gabriella,,Orio al Serio,45.67528,9.69204,Entire home/apt,115,1,74,2024-05-19,0.73,2,355,3,
9367927,ReGo Apartments - 2 Bedrooms Amazing View Terrazza,7321466,Guido,,Bergamo,45.70141,9.67294,Entire home/apt,217,1,381,2024-03-08,3.64,5,122,17,
9461835,Monolocale montagna vacanza Foppolo 4 persone,49031284,Lorenzo,,Foppolo,46.04515,9.75433,Entire home/apt,30,6,4,2018-03-06,0.04,2,301,0,
9466319,Castione immerse nel verde vicino piste sci,49058651,Giorgio,,Castione della Presolana,45.90183,10.02565,Entire home/apt,80,14,10,2023-08-19,0.12,1,294,2,
9585874,"""IL NIDO""  casa x vacanze al Passo di Zambla",20859675,Barbara,,Oneta,45.88483,9.79713,Entire home/apt,70,2,18,2023-08-31,0.21,1,300,1,
9587599,"Casa ""ABBA"" Bergamo, free transfer",47311073,Tiziana,,Bergamo,45.69532,9.644,Entire home/apt,60,5,61,2024-05-29,0.62,2,145,4,
9640002,Benvenuti al PuraVita B&B,49850613,Paola,,Ponte San Pietro,45.69698,9.58091,Private room,50,3,3,2023-09-13,0.08,3,63,2,
9987499,Casa sul Dosso,51315152,Vittoria,,Clusone,45.8838,9.93073,Private room,79,1,12,2023-07-13,0.42,2,328,1,
10046254,Capodanno in compagnia,1122205,Corinne,,Roncola,45.77979,9.56281,Entire home/apt,1000,3,0,,,11,263,0,016185-For-00001 S00118
10242941,Panoramisch genieten in Italie,52646552,Cornelis,,Brumano,45.85624,9.50416,Entire home/apt,250,5,26,2024-06-02,0.31,1,259,9,
10321197,La Castellana Piazza Vecchia,47321643,Irene,,Bergamo,45.705474853515625,9.663315773010254,Entire home/apt,150,3,0,,,1,155,0,
10329253,HOUSE SLEEP AND FLY,48380866,Gabriella,,Orio al Serio,45.67603,9.691,Entire home/apt,124,1,35,2024-06-16,0.38,2,356,6,
10350839,La Casetta City Center,53272675,Pietro,,Bergamo,45.68975,9.66204,Entire home/apt,61,3,237,2024-06-27,2.31,2,301,36,
10419770,Camera Family in ostello a Lovere,9191344,Michele,,Lovere,45.81012,10.068966,Private room,,1,6,2019-07-15,0.06,2,230,0,
10604621,Single room shared bathroom in DonizettiAttic,816380,Marcella,,Bergamo,45.69776,9.67456,Private room,63,1,131,2024-05-06,1.36,15,309,18,cir: 016024REC00185
10613005,Casa Vacanza Gaia (Happy),27464917,Giuseppina,,Costa di Mezzate,45.66219,9.79042,Entire home/apt,75,1,131,2024-06-28,1.36,1,293,35,
10622043,"Viaggiatore  - Traveller
Breakfast included",48600586,Laura E Duccio,,Bergamo,45.69873,9.68386,Private room,56,3,445,2024-06-17,4.33,1,131,35,
10726634,"Lake Iseo, apt. 3 Olives in Solto Collina (T00874)",55436960,Mirella,,Solto Collina,45.78153,10.02784,Entire home/apt,90,2,89,2024-05-26,0.89,1,151,10,T00874
10793682,HOLIDAY HOME FONTANA DEL DELFINO,55859131,Monica,,Bergamo,45.70189,9.67341,Entire home/apt,95,2,11,2024-03-06,0.24,3,30,3,
10799140,Sweet apartment in Lovere's center,55893446,Giovanni,,Lovere,45.81806,10.07437,Entire home/apt,140,3,34,2020-07-04,0.34,1,133,0,016128  CIM 00006
10817196,Attico vista panoramica lago d'Iseo,2877869,Alessandra,,Sarnico,45.6678,9.95944,Entire home/apt,140,3,5,2024-06-17,0.14,1,297,3,cir  016193-CNI-00042
10868641,Casa Sasso - fantastic view!!,190104458,Valeria,,Tavernola Bergamasca,45.7074,10.04293,Entire home/apt,71,2,28,2024-06-07,0.29,1,23,4,
10891581,Affittimoderni Bergamo Sweet - Bgsu01,21763382,Compagnie Immobiliari Associate,,Bergamo,45.70526,9.68579,Entire home/apt,150,1,34,2024-05-09,0.42,13,190,5,016024-CIM-00484
10914248,B&Bgallery:FAMILY ROOM,6633032,Paola,,Bergamo,45.70326,9.67663,Private room,60,2,97,2024-06-12,0.96,2,132,22,
10914264,B&B gallery a trip through art,6633032,Paola,,Bergamo,45.70506,9.676,Private room,58,2,149,2024-06-09,1.46,2,194,19,
10986366,Studio ideal for two people,57002184,Maurizio,,Treviglio,45.52348,9.59462,Entire home/apt,95,3,3,2019-03-18,0.04,1,344,0,
11009910,HOLIDAY HOME FONTANA DEL DELFINO,55859131,Monica,,Bergamo,45.70131,9.67309,Entire home/apt,130,2,7,2023-05-14,0.08,3,29,0,
11058169,HOLIDAY HOME FONTANA DEL DELFINO,55859131,Monica,,Bergamo,45.70118,9.67201,Entire home/apt,150,2,6,2023-10-14,0.10,3,35,2,
11094208,Monolocale di fascino in Città Alta,56873849,Oliviero,,Bergamo,45.7049,9.66411,Entire home/apt,71,1,532,2024-06-18,5.28,2,228,91,016024-CNI-00140
11187200,Stanze luminose con grandi comfort,58233233,Annunziata,,Bergamo,45.71589,9.68845,Private room,51,28,4,2023-04-03,0.05,1,177,0,
11430927,Romantico appartamento indipendente,32025365,Sergio,,Parzanica,45.73807,10.03581,Entire home/apt,67,5,5,2020-09-19,0.05,3,284,0,
11450712,Grazioso monolocale in B&B per 2 persone!,43645456,Andrea,,Bergamo,45.68304,9.70048,Entire home/apt,90,3,12,2023-06-04,0.12,2,364,0,
11451588,Green Lantern 10 min driving from Orio Airport,60208789,Marcello,,Alzano Lombardo,45.734673,9.72747,Entire home/apt,61,1,552,2024-06-25,7.50,3,305,114,
11517705,Suite Donnole  XV secolo Colli Bergamo Alta,60712994,Greta,,Bergamo,45.71538,9.65131,Hotel room,190,1,2,2022-08-14,0.08,2,134,0,016024BEB00151
11517754,B&B Dimora XV sec. Bergamo Alta Suite,60712994,Greta,,Bergamo,45.71516,9.65165,Hotel room,190,1,4,2022-05-22,0.07,2,125,0,016024BEB00151
11536566,"APP.PAPAVERO- PISCINA IN OASI VERDE, CERVI E DAINI",60861506,Maricel,,Pianico,45.80773,10.03409,Entire home/apt,149,7,0,,,4,1,0,
11557530,"APP.PRIMULA - PISCINA IN OASI VERDE, CERVI E DAINI",60861506,Maricel,,Pianico,45.81229,10.04921,Entire home/apt,127,7,3,2020-08-22,0.04,4,1,0,
11583909,LuxuryResort&SPA lago d'Iseo,4495952,Arianna,,Solto Collina,45.78614,10.04143,Entire home/apt,,80,0,,,1,365,0,
11649983,Villa with garden,61794292,Riccardo,,Pontida,45.73287,9.50293,Entire home/apt,100,3,18,2024-06-02,0.19,1,305,10,
11653915,Big house in the courtyard of the Zorzino castle,1744414,Domenico,,Riva di Solto,45.78196,10.04578,Entire home/apt,145,2,38,2024-03-10,0.38,1,62,4,016180-CNI 00014
11660171,NIDO STAZIONE,25916762,Mario,,Bergamo,45.69178,9.67304,Entire home/apt,177,1,123,2024-06-24,1.37,9,308,25,
11666251,Elegante villa   con piscina,61929945,Federico,,Pontida,45.73752,9.5228,Entire home/apt,300,3,165,2024-06-17,1.65,1,246,29,
11675208,"APP.BUCANEVE- PISCINA IN OASI VERDE, CERVI E DAINI",60861506,Maricel,,Pianico,45.8061,10.03523,Entire home/apt,156,7,2,2023-07-22,0.06,4,2,1,
11787789,G&G Bed and Breakfast,7011617,Mariagrazia,,Sarnico,45.66836,9.95229,Private room,43,1,150,2024-06-22,1.51,1,221,36,016193-BEB-00012
11809901,Residenza Rita - Bilocale 1,491977810,Gianluca,,Foppolo,46.04331,9.75093,Entire home/apt,61,30,0,,,1,302,0,
11854601,"Villetta con giardino, sole e relax.",63186402,Alberto,,Schilpario,46.00727,10.15629,Entire home/apt,48,3,4,2019-08-31,0.04,1,221,0,
11881256,Appartamento vista monti,45059051,Cristina,,Foppolo,46.04301,9.75725,Entire home/apt,64,2,21,2023-08-24,0.23,1,148,2,
11884904,Artemisia Antique Rooms Salvecchio,63374950,Artemisia,,Bergamo,45.70514,9.6601,Entire home/apt,80,3,212,2024-05-12,2.12,3,336,14,
11965031,Appartamento in B&B perfetto per famiglie,43645456,Andrea,,Bergamo,45.6825,9.70048,Entire home/apt,120,3,12,2024-05-25,0.13,2,358,4,
12029464,B&B Adelchè panoramic view of the mountains,33142569,Maria Grazia,,San Giovanni Bianco,45.87674,9.66631,Private room,62,2,24,2024-01-04,0.25,3,1,2,
12084239,CASA ANNA HOLIDAYS ON ISEO LAKE,64766916,Annamaria,,Lovere,45.81821823120117,10.07569694519043,Entire home/apt,99,1,16,2024-05-06,0.17,1,276,1,
12128566,"Bio&B ""The difference"" ARTS and FOOD",65083667,Maria Angela,,Palazzago,45.7395,9.56217,Private room,,1,18,2022-01-07,0.19,2,180,0,
12144514,appartamento in villa,64608772,Girolamo,,Serina,45.8688,9.73163,Entire home/apt,40,1,0,,,1,294,0,
12148772,"Splendida, a 2min dalle piste!",37720358,Stephan,,Foppolo,46.04429719414861,9.755211621522903,Entire home/apt,65,3,2,2024-02-18,0.34,1,177,2,
12149191,Modern 3 bed house close to Bergamo,65231334,Maciej,,Dalmine,45.65284,9.59195,Entire home/apt,86,2,164,2024-02-04,1.64,1,142,7,016091-CNI-00004
12181661,Rifugio nel querceto  - (CIR: 016109-CNI-00003),65458754,Famiglia,,Gandosso,45.66795,9.8974,Entire home/apt,42,2,59,2024-06-22,0.60,1,163,17,
12194072,Casa ampia nel Borgo di Gromo,61073938,Valentina,,Gromo,45.97011,9.93025,Entire home/apt,25,7,0,,,1,117,0,
12226778,Cosy Apartment in Sarnico,33877169,Laura,,Sarnico,45.66895,9.96045,Entire home/apt,85,2,267,2024-06-05,2.69,1,93,13,016193-CNI-00044
12333415,Appartamento MUSICA & ARTE Lago d'Iseo - Iseo Lake,66565414,Laura,,Predore,45.68111,10.01304,Entire home/apt,40,2,44,2022-09-16,0.45,1,31,0,
12342759,B&B La Quercia 3 Relax e Natura,66637739,Paolo,,Gandosso,45.66331,9.89864,Entire home/apt,100,2,5,2021-07-26,0.05,2,365,0,
12482015,chalet panoramico lago Endine vicino lago Iseo,67560036,Silvia,,Ranzanico,45.79295,9.94635,Entire home/apt,130,3,22,2023-09-02,0.23,2,309,2,016179-BEB-0001
12488886,"HOLIDAY HOME ""PARADISE""",35702387,Dario,,Castro,45.80267,10.06769,Entire home/apt,176,3,14,2024-03-24,0.14,1,285,2,
12500935,Private villa near Lake Iseo,13214842,Marta,,Solto Collina,45.78179,10.01991,Entire home/apt,280,6,38,2023-09-25,0.39,1,267,5,
12546581,"""Provenzale 1"" a 15' da Aeroporto di Orio al Serio",67966487,Alessandro,,Bergamo,45.69355,9.70902,Private room,45,1,62,2024-01-24,0.63,3,41,2,
12557994,La casa del cedro,26527503,Veronica,,Riva di Solto,45.78087,10.0408,Entire home/apt,144,5,128,2024-05-10,1.31,1,38,10,
12573430,Pellico Apartment accogliente e riservato,65957913,Gianfranco,,Brusaporto,45.67549,9.75506,Entire home/apt,60,2,94,2024-06-24,0.95,1,205,10,
12586317,B&B La Quercia 4 Relax e Natura,66637739,Paolo,,Gandosso,45.66462,9.90054,Entire home/apt,100,2,8,2021-11-03,0.08,2,363,0,
12597563,Magotina awesome lake view - CIR 016211-CNI-00004,27391473,Maurizio,,Tavernola Bergamasca,45.71258,10.04219,Entire home/apt,85,3,33,2023-05-20,0.34,1,54,0,CIR 016211-CNI-00004
12603113,"Buonocore Guesthouse, ""The Garden Room""",29843669,Ettore Rossano,,Bergamo,45.69401,9.68621,Private room,82,3,170,2024-04-10,1.75,3,207,18,
12644461,Villa degli ulivi - Iseo Lake,68672913,Mari,,Riva di Solto,45.77283,10.03862,Entire home/apt,259,4,115,2024-06-13,1.17,1,46,15,
12644666,"""Provenzale 2"" a 15' da Aeroporto di Orio al Serio",67966487,Alessandro,,Bergamo,45.69344,9.7074,Private room,45,1,69,2023-08-31,0.70,3,42,2,
12645629,Residenza Rita - Bilocale 2,62900514,Roberta,,Foppolo,46.04324,9.75135,Entire home/apt,55,7,0,,,1,334,0,
12673701,La Casetta dell'Artista,43076584,Rossana,,Bergamo,45.71184,9.696,Entire home/apt,60,13,55,2024-06-20,0.56,1,161,3,016024-CNI-00111
12678322,quiet apartment - trilocale comodo,68891208,Maria Cristina,,Seriate,45.68192,9.71348,Entire home/apt,45,1,128,2024-06-24,1.31,1,207,9,
12734361,DIMORA DEL RICCIO L’appartamento ha tre bagni,16917350,Marcella,,Bergamo,45.71178,9.65939,Entire home/apt,,4,21,2022-07-31,0.22,2,0,0,
12747716,Trilocale in Villa,21406464,Andrea,,Costa di Mezzate,45.66298,9.79871,Entire home/apt,56,3,31,2023-10-18,0.32,1,287,10,
12775515,SERINA CASA TRA VERDE  E SOLE,69511804,Chiara,,Serina,45.87201,9.73308,Entire home/apt,30,6,5,2020-08-23,0.05,1,272,0,
12817289,vieni alla LOCANDA DEL BIANCOSPINO,69914653,Eugenio,,Leffe,45.79149,9.87237,Private room,61,1,0,,,1,362,0,
12843377,Bilocale nel centro di Bergamo Alta,20428927,Alexandra/Giuseppe,,Bergamo,45.7034,9.66319,Entire home/apt,99,2,112,2024-04-21,1.15,6,102,6,016024-CIM-00267
12858975,CORRIDONI RESIDENCE,27314782,Valentina,,Bergamo,45.70717,9.6887,Entire home/apt,110,1,51,2024-05-20,0.52,8,29,4,
12899170,MIKI HOUSE - Appartamento Bergamo,70648100,Patrizia,,Bergamo,45.70613,9.67659,Entire home/apt,62,3,123,2024-06-10,1.25,1,53,10,
12958737,Bergamo Sotto le Mura (CIR 016024-CNI-00219),537220187,Manuela,,Bergamo,45.69959,9.66377,Entire home/apt,90,3,142,2024-06-15,1.46,1,143,28,CIR 016024-CNI-00219
12964971,Accogliente bilocale in Val Brembana,71300280,Angela,,Piazza Brembana,45.94666,9.67452,Entire home/apt,60,2,16,2024-06-09,0.21,1,43,4,016164-CNI-00001
12971218,1-Appartamenti Centro Seriate (BG)Vicino Aeroporto,63056094,Cristiano,,Seriate,45.68432,9.72062,Entire home/apt,70,1,82,2024-06-01,0.97,5,88,9,016198-CIM-00022
13036355,Grazioso bilocale sul lago d'Iseo,14355905,Sergio,,Predore,45.67883,10.02013,Entire home/apt,60,4,25,2023-09-22,0.25,1,302,4,
13086637,Holiday house with lovely Iseo Lake view,72629649,Rosa,,Fonteno,45.75628,10.01911,Entire home/apt,150,2,16,2024-05-04,0.17,1,302,3,016102-CNI-00001
13199469,Studio Zu,21599419,Gianluigi,,Riva di Solto,45.76199,10.03661,Entire home/apt,143,3,46,2024-04-07,0.47,3,281,3,T00178 016180-CNI-00005
13212536,camera per 3 persone- b&b gledizia,73483935,Manuela,,Credaro,45.65685,9.93247,Private room,129,1,2,2022-07-04,0.08,4,354,0,
13261017,Camera Simone - B&B GLEDIZIA,73483935,Manuela,,Credaro,45.6564,9.93046,Private room,106,1,7,2022-08-07,0.07,4,348,0,
13261716,Camera Nonni - B&B GLEDIZIA,73483935,Manuela,,Credaro,45.65689,9.93198,Private room,80,1,18,2023-08-17,0.18,4,0,4,3381031979
13269829,Torquise Room-Double Room-Included Breakfast,74758264,Michela,,Costa Volpino,45.82388,10.10153,Private room,180,1,1,2016-08-11,0.01,5,136,0,
13270185,Grren Room -Double Room-Included Breakfast,74758264,Michela,,Costa Volpino,45.82457,10.10085,Hotel room,180,1,5,2023-01-01,0.05,5,131,0,
13270373,Grey Room-Family Room-Included Breakfast,74758264,Michela,,Costa Volpino,45.82421,10.10128,Hotel room,,1,4,2017-01-04,0.04,5,136,0,
13288040,Hill House,45052128,Ignazio,,Berzo San Fermo,45.71777,9.90119,Private room,50,1,222,2024-06-02,2.27,1,126,43,
13320514,The Floating Piers View Apartment,23219879,Stefano,,Tavernola Bergamasca,45.71409,10.03959,Entire home/apt,72,2,260,2024-06-14,2.67,1,159,36,
13330931,Studio Apartment CádiFolèch,4757901,Fabio&Simona,,Bergamo,45.70636,9.67627,Entire home/apt,65,2,204,2024-06-23,2.09,2,259,37,016024-BEB-00172
13338051,B&B Dalla Zia,75535231,Serri,,Bergamo,45.69504,9.63318,Entire home/apt,50,2,125,2024-06-21,1.28,1,39,19,H00484
13395095,"San Pellegrino Terme apartment, central, with view",6814154,Barbara,,San Pellegrino Terme,45.84259,9.66537,Entire home/apt,88,1,245,2024-04-14,2.52,2,134,33,CIR 016190 CIN 00005
13414633,"Grazioso monolocale, sulla pista principale Foppol",76417491,Stefano,,Foppolo,46.04685,9.75511,Entire home/apt,80,5,4,2021-08-13,0.04,1,179,0,
